	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
DBI.1	 7.051147e-61	-0.6350376	0.970	0.946	 1.564015e-56	1	DBI
DDR1	 2.528015e-59	 0.4312094	0.582	0.331	 5.607389e-55	1	DDR1
PEA15	 1.829245e-56	 0.3874682	0.565	0.345	 4.057448e-52	1	PEA15
EDNRB	 5.067281e-55	 0.3538443	0.399	0.183	 1.123974e-50	1	EDNRB
ITM2C	 1.686151e-53	 0.4905502	0.525	0.323	 3.740052e-49	1	ITM2C
PLTP	 4.551801e-52	 0.3561174	0.509	0.270	 1.009635e-47	1	PLTP
AEBP1	 1.600723e-51	 0.3681994	0.385	0.193	 3.550564e-47	1	AEBP1
OLIG1	 5.174801e-50	-0.4467012	0.113	0.359	 1.147823e-45	1	OLIG1
FGFR3	 7.494306e-50	 0.2855141	0.290	0.087	 1.662312e-45	1	FGFR3
GATM	 5.579109e-49	 0.3697298	0.623	0.409	 1.237502e-44	1	GATM
NKAIN4	 1.638270e-48	 0.3490054	0.432	0.185	 3.633847e-44	1	NKAIN4
PPIA.1	 3.599155e-47	-0.3759311	0.963	0.978	 7.983287e-43	1	PPIA
NOS2	 4.133736e-47	-0.2986599	0.063	0.286	 9.169039e-43	1	NOS2
ZYX.1	 7.413131e-47	-0.3823058	0.233	0.499	 1.644307e-42	1	ZYX
ID3.1	 5.271234e-46	 0.4003934	0.277	0.079	 1.169213e-41	1	ID3
TSC22D4	 1.090446e-44	 0.3212006	0.910	0.741	 2.418718e-40	1	TSC22D4
TUBA1B	 1.937333e-44	-0.6477756	0.526	0.703	 4.297198e-40	1	TUBA1B
S100A6	 4.680807e-43	 0.4826444	0.812	0.638	 1.038250e-38	1	S100A6
POSTN.1	 5.588308e-40	-0.2940691	0.055	0.252	 1.239543e-35	1	POSTN
TMSB10	 2.730759e-38	-0.4645528	0.940	0.963	 6.057097e-34	1	TMSB10
CNN3	 6.198175e-38	 0.3190206	0.608	0.463	 1.374817e-33	1	CNN3
CCND2	 1.519167e-37	-0.3360894	0.145	0.365	 3.369663e-33	1	CCND2
ADCYAP1R1	 7.156932e-36	 0.2628238	0.323	0.135	 1.587479e-31	1	ADCYAP1R1
MT2A.1	 8.197261e-36	-0.6185845	0.980	0.981	 1.818234e-31	1	MT2A
C1orf61	 2.089829e-35	 0.3800771	0.935	0.831	 4.635451e-31	1	C1orf61
DBIP1.1	 2.899944e-35	-0.3860567	0.323	0.512	 6.432365e-31	1	DBIP1
GPM6B	 3.873994e-35	 0.3117294	0.655	0.517	 8.592907e-31	1	GPM6B
MT2P1.1	 7.001031e-33	-0.4117136	0.422	0.587	 1.552899e-28	1	MT2P1
NDRG2	 1.418979e-32	 0.2565741	0.315	0.150	 3.147437e-28	1	NDRG2
CHI3L1.1	 1.660309e-32	 0.5030147	0.442	0.226	 3.682732e-28	1	CHI3L1
VOPP1.1	 9.876409e-32	 0.2874614	0.897	0.781	 2.190686e-27	1	VOPP1
AGT	 5.346679e-30	 0.3095909	0.513	0.340	 1.185947e-25	1	AGT
CD81	 8.348266e-30	 0.2811870	0.599	0.471	 1.851729e-25	1	CD81
TIMP3	 1.186553e-29	 0.2589590	0.415	0.213	 2.631894e-25	1	TIMP3
LFNG	 1.313091e-29	 0.2922511	0.439	0.256	 2.912566e-25	1	LFNG
GNB2L1	 4.982094e-29	-0.2884879	0.807	0.897	 1.105078e-24	1	GNB2L1
IGFBP2	 7.282594e-29	-0.2825583	0.219	0.426	 1.615352e-24	1	IGFBP2
TUBB	 8.670261e-29	-0.3265485	0.136	0.319	 1.923151e-24	1	TUBB
TRIO	 1.284943e-28	-0.2697068	0.093	0.265	 2.850133e-24	1	TRIO
TPI1	 2.489263e-28	-0.2792632	0.592	0.748	 5.521434e-24	1	TPI1
SPARCL1	 2.510742e-28	 0.3112483	0.805	0.693	 5.569076e-24	1	SPARCL1
PFN1	 4.475642e-28	-0.3073838	0.406	0.598	 9.927422e-24	1	PFN1
EGR1.1	 3.000925e-27	-0.5466713	0.284	0.471	 6.656352e-23	1	EGR1
TIMP1	 7.204390e-27	-0.3196984	0.475	0.663	 1.598006e-22	1	TIMP1
TIMP2.1	 1.431405e-26	 0.2915175	0.599	0.454	 3.175001e-22	1	TIMP2
MYL6	 1.690077e-26	-0.2727090	0.785	0.881	 3.748760e-22	1	MYL6
QKI	 8.015265e-26	 0.2585061	0.551	0.403	 1.777866e-21	1	QKI
SEC61G.1	 3.470415e-25	-0.3596282	1.000	0.984	 7.697727e-21	1	SEC61G
ATP1A2.1	 8.304698e-25	 0.3292790	0.436	0.245	 1.842065e-20	1	ATP1A2
YBX1	 9.481007e-25	-0.2854358	0.356	0.543	 2.102982e-20	1	YBX1
PPIAP22	 4.513795e-22	-0.2542853	0.311	0.475	 1.001205e-17	1	PPIAP22
H2AFZ	 5.637227e-22	-0.3161613	0.187	0.352	 1.250393e-17	1	H2AFZ
MT1E	 6.684811e-22	 0.2800883	0.398	0.237	 1.482758e-17	1	MT1E
ATP1B2	 6.926675e-21	 0.2600428	0.727	0.594	 1.536406e-16	1	ATP1B2
IGFBP7.1	 5.174086e-19	-0.4177775	0.401	0.273	 1.147664e-14	1	IGFBP7
TUBB2B	 9.013168e-19	-0.2502912	0.307	0.472	 1.999211e-14	1	TUBB2B
TUBA1A	 3.858036e-18	-0.2724561	0.623	0.730	 8.557509e-14	1	TUBA1A
IGFBP5	 2.623242e-17	-0.3270764	0.089	0.205	 5.818613e-13	1	IGFBP5
DCN	 4.106539e-15	-0.2584865	0.421	0.552	 9.108715e-11	1	DCN
COL4A1.1	 2.231652e-12	-0.3960976	0.056	0.134	 4.950027e-08	1	COL4A1
HMGN2	 4.065204e-12	-0.2632989	0.346	0.431	 9.017029e-08	1	HMGN2
HSPA1A.1	 5.040229e-12	-0.3138494	0.544	0.552	 1.117973e-07	1	HSPA1A
COL4A2.1	 6.922609e-12	-0.2552222	0.051	0.121	 1.535504e-07	1	COL4A2
FN1.1	 8.791873e-12	-0.4667535	0.052	0.111	 1.950125e-07	1	FN1
FABP5.1	 2.474435e-11	 0.2779643	0.495	0.455	 5.488545e-07	1	FABP5
A2M.1	 9.438263e-11	-0.4224948	0.089	0.156	 2.093501e-06	1	A2M
MALAT1.1	 4.163812e-09	-0.4448866	0.454	0.485	 9.235752e-05	1	MALAT1
FTH1	8.380039e-196	 0.7043798	1.000	0.993	1.858777e-191	2	FTH1
FTL.1	1.384642e-146	 0.7273162	0.974	0.836	3.071275e-142	2	FTL
FTLP3	1.504572e-119	 0.6611587	0.738	0.389	3.337292e-115	2	FTLP3
FTH1P11	3.004035e-106	 0.5479389	0.755	0.467	6.663250e-102	2	FTH1P11
FTH1P3	1.197419e-104	 0.5363364	0.822	0.532	2.655995e-100	2	FTH1P3
EIF1	1.392929e-100	 0.4566323	0.964	0.887	 3.089657e-96	2	EIF1
FTH1P10	1.987945e-100	 0.5177945	0.735	0.455	 4.409461e-96	2	FTH1P10
FTH1P7	 9.936965e-94	 0.4820778	0.689	0.410	 2.204118e-89	2	FTH1P7
FTH1P8	 8.443044e-93	 0.5178587	0.728	0.477	 1.872752e-88	2	FTH1P8
RPS18	 9.934159e-90	 0.4500702	0.996	0.971	 2.203496e-85	2	RPS18
DBI.2	 7.392643e-88	-0.7450955	0.913	0.954	 1.639762e-83	2	DBI
RPL13	 1.385606e-85	 0.4066240	0.993	0.974	 3.073412e-81	2	RPL13
CST3	 2.761940e-85	-0.6890896	0.872	0.954	 6.126259e-81	2	CST3
LGALS3	 4.621796e-81	 0.5415148	0.597	0.260	 1.025161e-76	2	LGALS3
RPL13P12	 5.325673e-81	 0.4030705	0.960	0.865	 1.181287e-76	2	RPL13P12
TPT1	 8.447846e-80	 0.4393037	0.986	0.937	 1.873817e-75	2	TPT1
RPL37A	 2.039014e-79	 0.3991346	0.999	0.974	 4.522738e-75	2	RPL37A
C1orf61.1	 2.437020e-79	-0.7242280	0.705	0.862	 5.405554e-75	2	C1orf61
RPL26P19	 3.223318e-76	 0.4172083	0.841	0.700	 7.149641e-72	2	RPL26P19
GNB2L1.1	 6.843859e-73	 0.3992264	0.957	0.876	 1.518036e-68	2	GNB2L1
RPS27	 1.195500e-72	 0.3955583	0.994	0.956	 2.651738e-68	2	RPS27
RPS12	 4.930474e-69	 0.3865883	0.989	0.963	 1.093629e-64	2	RPS12
GDF15	 5.725744e-69	 0.5256974	0.418	0.139	 1.270027e-64	2	GDF15
SEC61G.2	 6.242802e-69	 0.4770120	1.000	0.984	 1.384716e-64	2	SEC61G
TUBA1B.1	 1.963445e-67	-0.7613545	0.461	0.711	 4.355117e-63	2	TUBA1B
RPL37	 8.378451e-64	 0.3781956	0.946	0.836	 1.858424e-59	2	RPL37
FTH1P2	 1.472431e-62	 0.3873855	0.582	0.331	 3.265998e-58	2	FTH1P2
TUBA1A.1	 3.086022e-61	-0.5017962	0.516	0.744	 6.845105e-57	2	TUBA1A
GAS5	 6.198225e-61	 0.4237158	0.569	0.293	 1.374828e-56	2	GAS5
RPL26	 3.622428e-59	 0.3691521	0.867	0.747	 8.034906e-55	2	RPL26
RPL31	 1.082279e-58	 0.3711007	0.914	0.810	 2.400603e-54	2	RPL31
RPL41	 2.797273e-58	 0.3362587	0.997	0.991	 6.204632e-54	2	RPL41
RPS13	 3.382403e-58	 0.3845376	0.966	0.918	 7.502507e-54	2	RPS13
RPL36	 1.576801e-55	 0.3352322	0.951	0.855	 3.497502e-51	2	RPL36
RPS16	 4.462102e-55	 0.3290591	0.997	0.982	 9.897388e-51	2	RPS16
RPL32	 6.536346e-55	 0.3562073	0.976	0.927	 1.449827e-50	2	RPL32
FTH1P16	 2.447844e-54	 0.3612532	0.599	0.367	 5.429563e-50	2	FTH1P16
NUPR1	 8.252581e-54	 0.3526672	0.550	0.261	 1.830505e-49	2	NUPR1
RP11-234A1.1	 2.539106e-53	 0.3535718	0.854	0.674	 5.631990e-49	2	RP11-234A1.1
CTD-2014B16.2	 8.198905e-53	 0.3436802	0.533	0.286	 1.818599e-48	2	CTD-2014B16.2
FTH1P20	 1.517667e-52	 0.3370895	0.540	0.316	 3.366338e-48	2	FTH1P20
DBIP1.2	 2.266726e-52	-0.4583819	0.268	0.519	 5.027826e-48	2	DBIP1
FTLP2	 6.027917e-52	 0.3076440	0.398	0.160	 1.337052e-47	2	FTLP2
SPARC.1	 7.825124e-52	-0.7598711	0.682	0.854	 1.735691e-47	2	SPARC
RPL34	 1.012186e-51	 0.3490355	0.957	0.887	 2.245129e-47	2	RPL34
PTN	 3.302763e-51	-0.4162227	0.924	0.970	 7.325858e-47	2	PTN
PPIA.2	 5.996485e-51	-0.3546572	0.953	0.980	 1.330080e-46	2	PPIA
FTH1P4	 3.290193e-50	 0.3024883	0.474	0.247	 7.297977e-46	2	FTH1P4
PSPH	 1.748302e-49	 0.3577267	0.858	0.694	 3.877910e-45	2	PSPH
TPT1P9	 2.827784e-49	 0.3703108	0.609	0.385	 6.272307e-45	2	TPT1P9
FTH1P5	 1.772823e-48	 0.3240406	0.513	0.290	 3.932298e-44	2	FTH1P5
RPS25	 1.826898e-48	 0.3087449	0.976	0.924	 4.052243e-44	2	RPS25
RPS17	 1.964924e-48	 0.3149344	0.894	0.787	 4.358397e-44	2	RPS17
BCAN.2	 6.233874e-48	-0.5884338	0.249	0.496	 1.382735e-43	2	BCAN
CCT6A	 1.193978e-47	 0.3016742	0.999	0.960	 2.648362e-43	2	CCT6A
RPS15A	 7.963297e-45	 0.3008780	0.957	0.894	 1.766339e-40	2	RPS15A
RPL8	 1.535434e-43	 0.3024738	0.948	0.891	 3.405747e-39	2	RPL8
CKB.1	 2.798347e-43	-0.4024560	0.736	0.853	 6.207014e-39	2	CKB
MARCKSL1	 4.306972e-43	-0.3315095	0.175	0.419	 9.553295e-39	2	MARCKSL1
RPS19	 6.610009e-43	 0.2834382	0.999	0.991	 1.466166e-38	2	RPS19
ATP1A2.2	 4.613379e-42	-0.5262590	0.080	0.293	 1.023294e-37	2	ATP1A2
CHCHD2	 8.392531e-42	 0.2851288	1.000	0.998	 1.861547e-37	2	CHCHD2
RPL21	 1.065854e-41	 0.2889165	0.957	0.893	 2.364170e-37	2	RPL21
GBAS	 2.507086e-41	 0.2757314	0.999	0.954	 5.560967e-37	2	GBAS
RPS23	 4.231239e-41	 0.3131979	0.973	0.916	 9.385312e-37	2	RPS23
CTD-3035D6.1	 6.004048e-41	 0.3096249	0.619	0.394	 1.331758e-36	2	CTD-3035D6.1
RPS14	 8.806567e-41	 0.2772730	0.981	0.941	 1.953385e-36	2	RPS14
RPL13A	 1.109806e-40	 0.2863995	0.990	0.970	 2.461660e-36	2	RPL13A
IFI6	 1.222131e-40	-0.6502979	0.526	0.713	 2.710809e-36	2	IFI6
ZFAS1	 2.962732e-40	 0.3520242	0.645	0.462	 6.571635e-36	2	ZFAS1
MYL6.1	 3.470197e-40	-0.3352202	0.755	0.885	 7.697244e-36	2	MYL6
CHCHD2P6	 1.029966e-39	 0.2807232	0.994	0.924	 2.284567e-35	2	CHCHD2P6
RPL38	 1.390353e-39	 0.2807917	0.953	0.912	 3.083942e-35	2	RPL38
RPL30	 3.038894e-39	 0.2881454	0.964	0.910	 6.740570e-35	2	RPL30
TPT1P4	 4.825867e-39	 0.3158261	0.593	0.377	 1.070426e-34	2	TPT1P4
RPS13P2	 5.691358e-38	 0.3231285	0.712	0.528	 1.262400e-33	2	RPS13P2
CHCHD2P9	 1.622255e-36	 0.2695684	0.987	0.914	 3.598324e-32	2	CHCHD2P9
HNRNPA2B1	 5.961917e-36	-0.3147601	0.771	0.882	 1.322413e-31	2	HNRNPA2B1
RPL3	 2.524037e-35	 0.2879429	0.907	0.828	 5.598566e-31	2	RPL3
B2M	 3.399381e-35	-0.3961239	0.991	0.995	 7.540167e-31	2	B2M
TMSB4X.2	 4.591986e-35	-0.3125278	0.990	0.995	 1.018548e-30	2	TMSB4X
RPL9	 5.713504e-35	 0.2651735	0.908	0.836	 1.267312e-30	2	RPL9
S100B	 5.787405e-35	-0.3841722	0.269	0.479	 1.283704e-30	2	S100B
RPS6	 2.324163e-34	 0.2940655	0.831	0.686	 5.155227e-30	2	RPS6
RPL3P4	 5.581353e-34	 0.2929992	0.766	0.626	 1.238000e-29	2	RPL3P4
RPL13AP5	 1.062553e-33	 0.2795594	0.808	0.670	 2.356849e-29	2	RPL13AP5
RPS27A	 1.942858e-33	 0.2569175	0.989	0.960	 4.309454e-29	2	RPS27A
RPL19	 3.742135e-33	 0.2579107	0.981	0.949	 8.300431e-29	2	RPL19
CD9	 1.994260e-32	-0.3272275	0.238	0.458	 4.423469e-28	2	CD9
HSPA9	 3.124325e-31	 0.2601170	0.474	0.284	 6.930064e-27	2	HSPA9
RP11-864N7.2	 3.721745e-31	 0.2824083	0.699	0.531	 8.255202e-27	2	RP11-864N7.2
NKAIN4.1	 2.293873e-30	-0.2611337	0.069	0.234	 5.088041e-26	2	NKAIN4
RPS19P1	 2.303860e-30	 0.2593022	0.771	0.604	 5.110191e-26	2	RPS19P1
RPL35A	 2.362272e-30	 0.2530153	0.951	0.904	 5.239755e-26	2	RPL35A
MRPS17	 3.182304e-30	 0.2583881	0.818	0.674	 7.058667e-26	2	MRPS17
RPS3A	 4.280338e-30	 0.2577317	0.832	0.722	 9.494219e-26	2	RPS3A
TUBB.1	 6.375417e-30	-0.3277469	0.142	0.318	 1.414131e-25	2	TUBB
PTMA	 1.283674e-29	-0.3220556	0.554	0.709	 2.847318e-25	2	PTMA
AC004453.8	 1.409578e-29	 0.2601146	0.587	0.434	 3.126584e-25	2	AC004453.8
GFAP.2	 1.482624e-29	-0.9637852	0.186	0.323	 3.288609e-25	2	GFAP
IFITM3	 1.146570e-28	-0.4561920	0.433	0.571	 2.543207e-24	2	IFITM3
H3F3A	 4.529452e-28	-0.2679197	0.653	0.790	 1.004678e-23	2	H3F3A
MPC1	 8.347651e-28	 0.2506108	0.497	0.327	 1.851593e-23	2	MPC1
CHCHD2P8	 2.551864e-27	 0.2616111	0.844	0.687	 5.660290e-23	2	CHCHD2P8
ITM2C.1	 6.008294e-27	-0.3651966	0.193	0.368	 1.332700e-22	2	ITM2C
MT3.1	 1.380813e-26	-0.2764370	0.967	0.963	 3.062781e-22	2	MT3
PON2	 2.252207e-26	-0.2960581	0.447	0.611	 4.995620e-22	2	PON2
HMGB1	 3.622828e-26	-0.3558617	0.390	0.545	 8.035796e-22	2	HMGB1
ATP1B2.1	 7.099558e-26	-0.3296888	0.438	0.633	 1.574753e-21	2	ATP1B2
FOS.1	 2.300091e-25	-0.4947305	0.585	0.711	 5.101832e-21	2	FOS
HOPX.1	 9.387405e-25	-0.2886732	0.288	0.485	 2.082220e-20	2	HOPX
STMN1	 1.500286e-24	-0.3199728	0.218	0.359	 3.327784e-20	2	STMN1
MAGED1	 1.321401e-23	-0.2639758	0.229	0.412	 2.930999e-19	2	MAGED1
RP11-466H18.1	 1.440271e-23	 0.2542004	0.666	0.522	 3.194665e-19	2	RP11-466H18.1
TUBB2B.1	 1.703719e-23	-0.2892104	0.298	0.473	 3.779020e-19	2	TUBB2B
NMB.1	 8.328192e-23	-0.3772536	0.173	0.325	 1.847276e-18	2	NMB
APOE.2	 2.995701e-22	-0.4624487	0.782	0.653	 6.644765e-18	2	APOE
AQP4.2	 5.442048e-22	-0.3280727	0.199	0.353	 1.207101e-17	2	AQP4
EGFR	 5.874693e-22	-0.3617925	0.818	0.858	 1.303066e-17	2	EGFR
MARCKS	 2.032599e-21	-0.2660398	0.595	0.735	 4.508508e-17	2	MARCKS
CLU.2	 2.355968e-20	-0.2850292	0.928	0.857	 5.225773e-16	2	CLU
HMGN2.1	 2.830165e-20	-0.3253785	0.302	0.437	 6.277590e-16	2	HMGN2
COL4A1.2	 1.852476e-19	-0.4359131	0.042	0.135	 4.108977e-15	2	COL4A1
JUN.1	 9.868279e-19	-0.3709262	0.322	0.471	 2.188883e-14	2	JUN
LGALS1	 4.942087e-17	-0.3463730	0.228	0.345	 1.096204e-12	2	LGALS1
FABP5.2	 2.034462e-16	-0.3786635	0.345	0.475	 4.512641e-12	2	FABP5
H2AFZ.1	 3.505677e-16	-0.2532045	0.275	0.340	 7.775943e-12	2	H2AFZ
HLA-E.1	 4.423487e-16	-0.2537812	0.218	0.340	 9.811737e-12	2	HLA-E
IGFBP7.2	 6.828076e-16	-0.7720135	0.216	0.298	 1.514536e-11	2	IGFBP7
FN1.2	 1.039841e-14	-0.4835909	0.042	0.112	 2.306472e-10	2	FN1
COL4A2.2	 1.121171e-14	-0.2698402	0.043	0.122	 2.486870e-10	2	COL4A2
PTPRZ1	 1.579038e-14	-0.2592552	0.659	0.750	 3.502465e-10	2	PTPRZ1
ZFP36L2	 3.482493e-14	-0.2930807	0.228	0.356	 7.724519e-10	2	ZFP36L2
CHI3L1.2	 4.479408e-14	-0.5720269	0.218	0.256	 9.935776e-10	2	CHI3L1
A2M.2	 1.596054e-12	-0.4281452	0.083	0.157	 3.540207e-08	2	A2M
MALAT1.2	 3.955239e-12	-0.6453451	0.397	0.492	 8.773115e-08	2	MALAT1
EGR1.2	 4.152741e-10	-0.3127249	0.362	0.460	 9.211194e-06	2	EGR1
MT2A.2	 8.025659e-10	-0.2827333	0.989	0.980	 1.780172e-05	2	MT2A
IGFBP5.1	 5.011976e-07	-0.2587262	0.143	0.198	 1.111706e-02	2	IGFBP5
HSPA1A.2	 6.175027e-07	-0.2712341	0.507	0.557	 1.369683e-02	2	HSPA1A
MT1X.1	 5.263764e-05	-0.2611657	0.721	0.730	 1.000000e+00	2	MT1X
MT-RNR2	 7.999025e-03	-0.4052404	0.712	0.706	 1.000000e+00	2	MT-RNR2
IFI6.1	 0.000000e+00	 1.3712932	0.969	0.660	 0.000000e+00	3	IFI6
B2M.1	2.361503e-267	 0.9569999	1.000	0.994	5.238049e-263	3	B2M
HLA-B	1.139737e-241	 0.9338848	0.997	0.930	2.528051e-237	3	HLA-B
HLA-C	7.224772e-216	 0.8358525	0.993	0.849	1.602527e-211	3	HLA-C
HLA-A	7.086210e-213	 0.8346937	0.990	0.923	1.571792e-208	3	HLA-A
CST3.1	6.281778e-142	 0.7658650	1.000	0.939	1.393361e-137	3	CST3
STAT1	1.973559e-105	 0.5078094	0.473	0.113	4.377550e-101	3	STAT1
HLA-E.2	 3.329226e-98	 0.6493369	0.643	0.291	 7.384556e-94	3	HLA-E
IFITM3.1	 1.770111e-95	 0.7846852	0.799	0.528	 3.926284e-91	3	IFITM3
TAP1	 3.368660e-93	 0.5302684	0.470	0.147	 7.472025e-89	3	TAP1
ISG15	 6.157595e-84	 0.6627175	0.509	0.168	 1.365816e-79	3	ISG15
BST2	 2.042724e-78	 0.4496623	0.561	0.212	 4.530965e-74	3	BST2
HLA-J	 1.577905e-71	 0.4061413	0.599	0.257	 3.499952e-67	3	HLA-J
PSMB9	 3.671602e-67	 0.4316399	0.539	0.211	 8.143980e-63	3	PSMB9
WARS	 2.875514e-63	 0.4939247	0.244	0.078	 6.378178e-59	3	WARS
PSME2	 5.051199e-57	 0.4036455	0.443	0.196	 1.120407e-52	3	PSME2
GAPDH.2	 1.784782e-50	 0.3669028	1.000	0.993	 3.958826e-46	3	GAPDH
DCN.1	 2.045886e-49	 0.4385399	0.782	0.510	 4.537980e-45	3	DCN
LAP3	 7.886722e-47	 0.3241306	0.384	0.170	 1.749354e-42	3	LAP3
DBI.3	 1.730227e-43	 0.4072817	0.990	0.945	 3.837817e-39	3	DBI
PTN.1	 6.333808e-43	 0.3121776	1.000	0.960	 1.404902e-38	3	PTN
PSME1	 4.036790e-41	 0.3283067	0.501	0.293	 8.954005e-37	3	PSME1
